150
27 907
68 391 887
38 0 684
40 373 887
116 88 467
58 93 887
7 355 887
55 0 481
16 0 706
123 0 867
94 487 887
25 259
56 0 104
82 68 137
48 0 242
89 84 259
42 0 135
101 17 259
40 64 217
49 32 259
79 0 248
10 2 195
90 0 177
33 11 259
80 42 259
28 31 191
92 74 159
62 68 259
14 121 259
29 0 207
21 0 164
11 0 163
98 47 259
59 15 259
65 43 259
30 77 259
56 198 259
38 927
83 0 679
23 251 590
49 0 260
71 15 927
29 372 927
7 121 927
6 0 777
57 190 689
37 81 927
65 38 927
21 484 927
43 584 927
82 0 629
35 214 927
28 0 565
79 550 794
10 120 927
1 0 448
89 0 865
97 79 291
67 637 923
80 262 927
34 0 927
8 321 772
25 0 736
96 118 313
15 0 683
33 0 753
24 472 927
76 0 475
47 417 927
13 0 647
98 0 621
78 247 927
64 477 927
20 373 927
32 237 884
55 96 927
43 644
4 0 488
39 0 558
80 162 644
28 0 640
49 99 644
95 237 644
2 0 412
123 0 558
31 107 644
97 480 644
121 139 644
32 0 307
133 0 611
35 82 413
11 0 405
34 0 630
88 0 322
104 0 617
43 185 630
37 0 461
68 206 644
41 23 410
103 47 184
65 215 644
102 0 629
147 0 468
134 166 352
25 213 500
22 0 390
29 62 644
44 0 499
3 180 644
5 63 644
136 276 644
81 0 302
148 0 283
19 0 231
61 0 612
59 6 644
7 23 644
45 93 465
84 0 239
98 0 282
50 97756
100000 0 54175
19016 0 67626
78315 0 62848
4726 22222 94058
55400 0 59289
10639 55205 97756
4706 0 86529
32779 51166 97756
44558 0 43229
41952 26065 97756
71041 11622 97756
58382 0 97756
44365 9426 97756
45891 27462 97756
97623 0 49691
38914 19504 66727
28665 0 66699
32282 3988 97756
74957 0 91015
17799 0 97533
20760 0 69981
76378 0 78622
61602 0 54554
59706 0 67166
33016 0 70498
12112 0 75739
98696 0 84523
81202 0 62077
10310 0 76293
125 29080 97756
89181 12379 74389
32465 0 65516
71989 0 68472
52686 8757 45106
86427 0 96367
61301 0 78921
55510 19162 97756
99642 30056 97756
55546 24606 97756
89194 1977 55850
35503 0 75944
49800 0 72812
3671 0 43671
16797 59421 97756
44087 11308 97756
20754 0 53477
72359 0 60072
33546 29635 80484
4422 64667 97756
19561 7449 97756
8 33
37 0 30
0 0 15
29 8 33
20 0 27
13 1 11
25 0 18
22 15 33
1 0 30
31 952
33 321 952
36 100 952
19 0 733
23 0 874
40 206 952
5 0 346
47 101 952
0 0 773
52 0 622
43 538 952
11 0 935
53 228 771
3 73 952
37 41 575
24 398 952
44 0 631
28 0 822
29 0 566
20 37 760
38 0 881
50 112 952
22 0 836
45 674 952
43 0 520
16 0 843
32 0 952
48 0 913
39 0 747
14 254 952
51 456 952
18 400 764
37 582
13 77 582
21 0 240
32 5 582
18 0 537
55 78 582
9 226 367
6 240 582
40 0 393
28 405 582
16 0 406
8 128 582
17 0 481
22 0 463
49 156 582
33 0 429
36 353 582
3 0 556
51 209 469
42 219 582
52 0 428
58 18 582
26 103 582
59 149 361
39 0 343
0 0 582
41 92 466
47 303 570
43 215 582
4 0 510
1 0 531
24 39 582
14 78 582
45 191 391
34 5 582
46 148 382
25 0 267
30 155 526
15 968
98 372 968
102 320 968
29 175 968
68 73 968
61 212 968
69 0 702
33 0 820
3 0 731
101 210 968
11 0 620
97 354 968
52 244 968
58 421 968
16 128 968
57 468 968
41 604
5 138 604
61 0 274
68 67 604
80 245 604
29 144 585
21 0 501
3 383 604
55 0 228
44 19 565
6 123 604
45 68 199
71 341 604
78 35 171
38 0 448
51 57 362
33 355 604
91 0 502
67 0 270
0 95 604
17 0 419
75 0 449
7 40 604
52 366 604
76 0 441
37 27 604
20 188 556
88 156 277
49 0 254
32 0 511
24 268 604
89 0 544
10 0 552
65 132 254
23 0 189
31 340 476
59 0 445
70 433 583
26 298 604
34 8 564
49 281 527
2 0 555
46 381
64 249 341
1 80 381
16 80 381
9 0 355
55 0 285
7 60 276
2 0 183
43 0 360
49 142 381
51 103 349
8 0 381
20 54 381
56 0 190
45 167 381
59 80 381
24 0 304
5 247 381
52 22 381
3 62 381
41 0 365
12 126 381
21 0 263
62 0 367
32 223 358
23 50 381
25 82 381
19 12 381
39 0 364
14 101 381
53 4 381
17 202 381
61 0 151
54 103 325
31 167 381
29 0 91
10 91 381
5 52 171
4 169 324
40 0 299
46 64 381
29 237 329
57 0 303
26 0 198
2 211 381
34 221 362
0 113 270
27 843
38 149 843
19 0 817
24 0 641
26 188 843
22 0 711
40 0 743
12 0 212
11 56 843
5 0 633
39 0 788
41 0 843
13 361 675
33 53 843
47 365 843
28 274 843
44 195 843
35 89 843
8 54 843
18 265 843
20 0 562
27 0 347
17 194 432
32 302 843
9 90 843
14 53 843
3 27 843
43 0 836
37 837
60 145 777
97 332 837
22 48 837
45 519 837
104 0 194
34 0 618
54 269 837
13 0 652
17 55 644
33 177 758
30 277 837
95 0 686
50 0 603
43 239 469
57 298 837
81 104 837
19 0 700
77 193 837
71 315 837
16 0 404
68 43 837
64 140 837
23 0 472
78 0 492
92 0 689
18 0 625
44 0 553
93 0 823
87 0 704
65 0 447
103 125 379
12 0 582
90 525 837
106 0 571
8 0 818
99 39 837
51 0 777
7 30
10 0 10
20 0 10
5 8 21
15 7 20
25 9 22
10 20 30
20 20 30
46 610
115 17 610
99 34 610
101 364 599
46 0 244
114 37 610
54 326 610
50 0 430
9 173 610
8 0 421
89 195 526
79 6 610
78 0 203
97 0 527
2 0 545
14 0 599
64 441 610
28 67 610
20 285 610
7 353 610
19 83 610
109 69 590
95 80 610
49 0 522
72 48 438
16 109 610
37 6 610
43 0 566
84 54 610
83 227 610
34 21 610
35 32 610
92 0 397
71 45 610
13 0 350
59 37 610
82 270 610
53 53 610
5 300 609
85 149 610
102 0 524
105 199 610
93 0 493
70 47 610
45 0 599
41 3 610
42 0 519
42 777
135 7 429
3 332 777
75 0 434
31 294 777
129 0 684
111 0 654
96 52 218
80 220 777
36 492 777
97 0 463
63 0 621
120 167 777
18 101 777
33 0 654
20 0 734
66 0 553
105 0 766
115 0 542
19 26 777
50 61 456
84 0 345
8 0 526
43 0 271
48 0 666
78 337 777
53 0 681
35 0 574
25 42 252
41 0 415
126 0 634
134 0 776
34 0 679
59 82 777
102 0 770
62 312 777
100 0 718
47 0 662
130 0 725
101 0 675
79 540 777
127 437 777
44 126 777
38 708
30 0 525
10 25 708
54 203 586
27 158 708
15 0 626
13 0 522
49 0 534
47 365 708
9 114 708
34 268 654
11 0 621
51 0 658
14 0 575
33 441 708
36 301 708
16 0 654
24 0 480
39 159 708
44 0 603
20 0 270
50 17 708
19 0 662
26 290 708
21 253 708
17 76 708
48 0 707
2 272 708
40 304 492
6 0 434
7 52 708
42 275 708
5 0 226
38 0 576
52 0 570
22 56 708
43 177 445
4 11 437
0 0 332
11 737
65 446 737
56 362 737
101 0 596
83 0 667
72 0 198
100 0 718
108 0 735
35 372 737
1 249 737
84 183 555
97 0 499
28 349
12 132 349
7 193 349
1 0 323
36 0 344
15 0 196
39 9 349
7 0 181
4 200 349
20 0 311
35 0 174
19 0 233
27 47 349
42 7 349
2 107 349
34 30 349
9 101 349
17 0 348
3 66 349
26 69 349
18 0 296
29 98 326
21 50 349
43 15 349
23 184 344
8 89 205
28 35 152
31 83 262
0 0 214
25 614
3 497 552
3 133 298
12 395 522
9 112 493
11 567 614
0 364 401
4 105 386
2 0 449
4 73 80
4 475 505
6 275 423
1 20 380
10 29 180
0 41 352
8 56 157
6 0 70
11 284 317
7 247 385
10 212 614
8 422 469
12 0 337
8 504 557
1 399 598
3 424 459
0 452 486
19 65
63 11 65
3 1 65
46 7 65
37 33 57
24 0 62
27 0 51
80 2 65
35 13 46
30 0 59
58 0 60
70 2 62
13 4 26
68 0 60
25 1 45
73 0 42
31 1 65
19 44 65
2 0 24
56 0 48
34 533
71 336 533
0 27 443
107 0 259
94 0 441
5 166 533
9 0 410
31 18 144
130 132 533
15 361 478
67 260 533
46 63 533
73 138 256
83 30 175
109 188 533
121 0 511
62 38 533
11 97 401
37 0 211
45 0 453
10 173 533
32 0 353
87 0 415
68 72 273
38 0 519
110 41 533
8 29 533
42 210 353
31 257 400
86 254 533
72 83 447
6 310 533
47 65 533
90 83 410
54 148 533
42 924
44 0 370
30 234 924
10 351 924
12 348 924
36 91 554
101 0 814
14 0 431
75 215 924
43 0 814
120 180 924
41 64 924
85 13 924
106 4 924
21 607 924
26 0 515
97 306 924
42 0 562
50 116 924
127 350 668
54 324 924
137 0 598
102 298 924
40 0 474
64 0 883
94 320 924
98 16 782
88 0 853
19 175 924
48 0 901
33 230 924
123 188 380
21 217 407
118 354 924
18 129 924
70 0 493
66 0 417
108 220 924
53 0 393
82 331 924
117 194 924
15 0 421
71 0 835
33 492
71 0 209
8 82 492
7 0 386
49 90 492
57 292 492
48 261 492
29 0 359
40 0 428
6 34 439
10 0 458
9 267 492
21 130 492
27 154 363
47 87 489
42 0 459
32 119 480
39 237 492
43 106 306
23 170 374
22 110 492
14 187 440
17 0 441
4 0 316
65 0 222
30 20 170
34 62 320
12 143 492
38 34 138
15 45 492
24 0 330
51 23 492
28 0 166
68 0 318
27 744
53 317 744
29 0 687
22 0 382
48 124 402
1 212 613
43 290 744
47 282 476
26 256 744
8 301 744
15 0 696
13 309 639
4 443 744
14 117 744
10 0 485
11 0 640
5 160 744
7 0 744
40 0 355
44 182 414
52 63 744
6 0 578
17 0 358
24 0 636
13 0 302
12 0 733
25 0 657
51 0 717
27 82
1 24 82
3 0 79
24 0 63
20 41 77
25 35 82
0 0 28
11 22 82
18 0 69
21 2 82
10 4 82
4 25 82
9 0 41
37 44 82
2 48 82
27 7 82
34 21 37
14 7 82
32 0 67
12 19 82
30 0 51
28 20 82
6 30 82
19 4 49
15 28 82
16 28 79
23 0 77
26 40 82
27 30
45 6 29
33 0 19
46 13 30
36 0 22
2 16 25
1 2 30
15 0 27
37 0 30
8 1 15
30 19 30
5 22 30
40 10 30
32 0 22
11 7 30
12 2 30
42 0 17
29 22 30
7 2 30
22 20 26
46 4 11
44 0 29
38 0 29
16 0 21
25 8 30
9 17 30
10 18 25
23 0 16
37 176
63 73 176
74 9 113
21 55 176
85 78 176
26 0 126
77 8 176
52 54 176
19 0 150
6 37 175
57 68 105
67 3 138
58 5 77
7 0 131
35 0 167
42 0 89
75 0 82
78 119 176
15 0 117
9 0 134
70 0 113
71 0 150
14 0 167
81 0 144
28 19 176
5 84 134
53 46 176
16 0 99
36 123 176
65 5 176
61 0 165
82 11 176
4 0 140
43 0 143
80 117 176
64 5 176
47 0 176
24 16 176
1 965
82 77 965
14 853
12 71 598
1 232 853
34 332 607
26 0 672
50 100 853
38 0 613
29 35 853
46 222 853
33 0 756
37 232 853
13 0 398
17 22 636
10 0 472
28 0 702
26 129
37 0 89
29 0 101
5 22 129
10 56 129
31 28 83
23 20 129
19 72 129
38 0 107
9 23 89
6 0 101
40 33 129
17 3 129
15 55 129
33 0 100
35 43 129
21 33 129
13 0 117
25 4 88
26 4 98
3 8 129
28 0 108
8 0 129
11 36 117
32 41 83
44 30 129
39 0 61
31 702
46 0 649
113 0 565
84 40 702
53 336 702
92 222 702
90 117 307
122 184 702
47 0 418
8 101 702
22 0 466
62 316 702
121 0 277
67 0 672
108 481 702
68 101 702
101 181 702
69 0 447
115 26 702
75 0 577
16 0 496
74 0 341
98 265 702
4 339 702
105 22 702
25 96 702
42 0 682
19 0 522
97 49 702
81 133 702
119 47 702
11 0 324
4 324
82 52 319
48 93 179
11 0 223
71 160 270
49 935
42 0 518
68 337 935
27 77 935
25 361 935
24 0 407
29 4 282
12 0 802
56 43 513
8 252 808
11 161 935
31 0 770
0 0 627
36 329 557
16 194 935
49 0 803
19 287 631
18 122 935
61 403 935
20 392 935
1 0 548
52 0 891
62 259 493
64 0 733
33 38 935
9 17 935
67 568 872
37 0 698
71 0 893
38 0 654
34 0 638
70 140 935
2 0 750
13 256 935
17 476 935
40 155 591
26 565 760
22 0 778
55 66 935
26 0 538
15 89 847
54 570 833
60 98 935
43 208 495
53 357 935
5 425 935
7 155 701
23 95 494
65 516 935
41 354 700
18 755
13 121 755
18 0 550
30 418 720
63 82 755
33 0 735
61 320 613
46 0 614
57 231 755
29 27 755
19 227 755
50 258 424
2 108 755
49 197 615
30 0 347
43 0 679
45 265 755
37 0 694
16 163 755
11 485
0 222 485
42 0 285
14 86 458
78 12 455
67 216 485
74 30 485
86 155 485
10 51 301
62 246 485
25 0 417
28 0 185
11 15
2 1 7
2 9 15
3 0 4
5 7 13
7 0 8
8 3 6
8 8 15
10 2 9
11 8 13
14 6 15
16 0 6
6 565
0 0 525
28 142 565
18 201 397
25 0 360
33 190 364
16 113 336
2 387
33 0 312
0 54 314
50 79
6 7 79
99 23 79
48 36 79
60 13 79
27 46 62
92 0 72
72 40 79
94 30 79
59 37 65
29 8 79
58 0 60
16 1 79
47 0 48
69 0 53
77 0 61
78 0 66
30 30 59
73 6 79
88 0 67
79 21 79
35 2 79
18 0 60
66 14 70
9 6 61
101 29 74
75 0 71
96 0 75
67 31 72
23 0 24
14 4 79
81 16 79
3 0 71
53 4 79
24 8 79
19 26 79
74 0 63
37 40 79
97 19 79
76 0 52
86 0 63
55 1 79
1 0 37
95 34 79
65 0 26
61 45 79
98 0 43
83 18 79
8 0 79
39 21 49
26 37 79
13 595
19 4 340
25 0 443
51 7 595
23 0 447
9 0 463
58 49 443
1 192 595
59 387 595
36 47 595
29 41 595
4 0 469
57 36 595
62 0 526
47 681
18 90 591
66 353 681
24 0 493
93 270 681
78 0 410
39 105 681
51 376 674
113 0 292
36 69 681
126 14 681
40 147 577
47 214 681
25 0 589
56 498 681
130 84 681
34 295 514
21 62 435
33 155 681
9 102 681
57 44 681
79 0 569
69 0 436
23 0 680
6 0 491
42 0 680
95 0 476
38 0 527
85 126 681
13 33 681
92 213 681
10 0 429
15 0 492
32 155 306
20 0 543
102 157 497
62 35 681
128 446 681
89 141 419
61 277 656
71 0 456
3 430 681
43 71 681
107 74 681
8 127 681
114 179 681
75 0 681
81 129 681
50 875
79 0 821
99 142 875
101 0 592
109 0 590
11 182 875
76 0 785
61 101 875
21 200 875
68 415 875
77 0 554
104 0 621
92 107 519
72 99 875
89 0 681
63 164 875
106 26 391
32 0 732
41 126 875
86 349 703
94 0 623
84 0 634
23 588 839
25 0 270
103 0 535
55 531 875
43 0 667
51 0 493
40 220 809
26 0 653
75 46 826
17 493 859
42 158 670
14 69 875
5 0 748
96 97 875
93 0 871
65 0 861
24 36 875
62 0 801
44 199 875
73 0 703
9 0 648
27 121 875
49 0 875
60 0 713
98 0 694
30 232 875
102 638 875
4 309 875
88 491 875
42 822
25 0 805
20 163 822
27 1 594
61 165 822
1 0 634
89 333 822
4 55 498
73 0 822
12 0 178
6 0 371
75 0 818
35 0 741
78 156 822
48 184 822
31 256 822
41 132 822
85 74 822
40 0 610
21 175 822
102 0 663
59 0 623
16 4 822
87 172 822
91 0 442
83 51 822
36 212 544
103 155 822
38 244 822
77 423 822
9 252 822
79 271 822
26 251 822
64 0 536
82 257 822
86 0 372
100 0 733
17 0 773
15 0 777
81 58 822
51 57 822
96 0 647
7 268 822
18 231
26 61 231
20 0 217
37 84 147
28 31 224
12 0 221
17 0 212
0 75 153
22 63 231
16 2 130
27 118 231
24 0 83
18 0 216
8 126 231
5 2 138
38 42 231
7 0 221
1 35 231
31 52 231
39 961
72 114 961
97 0 780
124 341 961
42 23 961
70 238 961
119 76 961
87 65 431
4 0 727
75 0 616
129 149 961
106 699 961
87 607 820
31 0 751
125 0 871
6 718 961
69 198 451
93 561 961
79 0 372
84 366 961
86 0 683
2 0 624
113 113 886
99 0 955
100 0 839
80 8 589
62 0 851
71 0 446
116 0 330
73 0 450
32 686 961
85 357 961
49 0 535
110 0 877
61 281 961
103 0 729
121 303 961
21 22 961
68 413 961
29 102 961
1 413
44 138 413
45 445
40 109 418
55 0 349
45 0 173
24 211 445
49 41 445
47 86 445
51 286 405
66 0 386
54 244 445
9 0 207
14 0 162
39 29 445
61 0 187
37 279 401
36 0 389
28 218 366
56 0 403
17 50 445
44 37 445
8 2 402
31 253 445
68 249 424
15 6 283
20 134 445
5 195 445
42 282 445
26 0 299
13 174 445
2 0 373
46 0 285
21 26 445
6 0 172
4 59 445
38 82 300
70 151 295
41 48 445
43 59 435
7 24 445
62 155 445
0 0 229
3 0 264
16 0 427
53 78 445
64 0 236
30 154 445
40 108
75 37 107
33 13 100
40 20 108
120 10 108
121 0 86
17 0 99
38 54 104
44 15 108
24 0 36
71 48 108
122 33 102
112 0 40
45 0 95
109 0 107
97 0 100
18 20 108
104 0 107
7 13 108
42 0 94
125 10 108
76 0 57
92 2 108
91 77 100
62 44 99
102 0 108
66 0 73
4 0 101
50 19 108
114 0 83
77 5 108
8 57 108
13 0 63
127 0 108
106 14 57
117 0 99
22 12 108
81 8 108
119 0 75
85 0 59
105 34 108
42 427
1 0 309
39 135 427
11 0 328
44 0 288
6 0 412
16 13 427
47 0 284
15 0 357
25 124 427
3 39 427
42 268 368
5 0 342
26 69 262
27 0 320
7 0 252
13 207 388
8 283 427
41 0 240
52 300 427
32 86 427
19 201 415
43 0 377
29 0 395
7 259 427
33 14 394
36 94 427
0 0 359
2 26 353
30 0 380
23 1 399
21 111 427
9 136 427
49 95 427
35 0 402
38 116 232
48 0 302
17 47 401
20 202 427
12 193 427
45 307 427
46 0 344
34 0 174
50 98284
100000 5458 98284
64300 20582 98284
68536 0 71714
77429 38856 89272
98653 37320 98284
65306 0 87157
3805 0 52238
72459 0 58299
78865 0 86428
39435 16623 54774
11897 33115 98284
34572 0 23141
32250 62365 98284
10260 21091 98284
84169 36211 98284
25176 0 74258
39473 3334 86649
7089 23866 98284
55172 60001 98284
50531 32090 98284
99168 0 59733
51628 18641 98284
7660 0 93802
7183 0 82741
79718 14069 98284
25543 0 57058
23496 0 86069
17746 13062 98284
2110 5704 98284
46688 0 97748
76153 54340 77074
3376 2564 75286
98967 6405 98284
23138 7291 98284
24567 31205 98284
89293 46514 98284
28988 0 59831
8648 0 94160
10362 0 76400
52343 9819 98284
95982 24608 70273
79937 0 94564
70490 9285 98284
80488 0 40632
40116 39687 96962
74238 14411 98284
20551 61517 88444
79861 4588 98284
1714 9369 98284
41989 16633 98284
50 96584
100000 0 94697
73849 14298 96584
93796 24441 96584
13460 24999 96584
10767 56877 96584
92069 44057 96584
75407 62653 96584
96263 10526 96584
3620 9617 74034
59437 0 63032
64203 40718 96283
17953 0 52219
35414 0 67173
59734 10674 96584
78977 0 37380
16388 4097 96584
10495 0 84305
34264 0 42586
53344 0 78592
46596 0 76741
767 0 82734
76046 0 92700
69677 57469 96584
71407 0 78091
66144 0 80435
48261 34023 96584
96994 3717 71988
28809 0 63831
14149 0 96584
97692 0 94155
12011 31215 96584
99283 21773 96584
30636 0 83267
69214 0 72741
9147 0 67523
58603 38955 96584
20284 38889 94358
58663 13951 65504
97228 0 42290
31577 44555 96584
65257 18384 96584
7620 0 78381
62421 0 57178
47356 35657 96584
5542 0 88859
1532 23726 96584
58719 4324 96584
12941 0 83068
48258 0 93141
73165 44971 96584
3 617
34 0 527
45 0 500
54 49 201
50 95662
100000 0 93203
15939 39408 95662
78233 21417 59680
22573 46808 95662
95680 3718 95662
78760 6616 95662
21630 0 77763
42744 1685 95662
10371 42696 95662
6369 1349 95662
89185 0 75805
91209 34392 95662
76695 3382 95662
54379 0 63756
42216 39621 82781
82123 0 43177
50210 0 95592
63650 36896 95662
40199 0 55491
5220 0 74153
75650 1166 95662
8907 0 64871
91418 0 64500
3037 0 78739
75613 19193 95662
75828 0 90529
530 0 77094
74088 38946 95662
29122 0 56589
90981 0 69076
89895 829 95662
6093 21209 95662
25741 0 36098
18447 0 61571
16632 0 46451
52633 21435 95662
67699 12822 95662
98371 0 58226
51423 57171 95662
95708 0 94894
37474 0 85265
60686 4109 82359
85003 26420 95662
78263 0 92050
42384 0 55804
1308 44365 95662
51979 9998 95662
90596 0 83376
81879 0 77547
84959 33586 82011
39 426
35 207 351
21 0 257
23 0 379
16 0 359
17 90 426
54 231 364
11 132 426
49 168 426
34 0 376
13 0 175
47 55 426
25 335 426
53 103 342
29 37 312
7 164 426
12 74 426
45 15 426
3 0 243
41 0 385
48 194 426
39 0 386
22 96 426
37 95 297
8 30 426
43 116 426
20 0 362
44 85 426
50 0 410
10 238 426
28 0 425
38 202 426
40 0 342
0 0 313
52 121 426
36 80 426
4 121 426
24 6 426
51 263 426
19 130 426
50 99629
100000 33578 99629
93968 58008 99629
7777 61870 99629
63063 0 97400
49423 0 88597
62415 0 75824
10072 0 56236
62713 0 24174
85176 0 67480
6616 18900 99629
76738 0 51095
57889 26965 99629
38741 20514 99629
70183 81 55049
10602 15490 83959
57447 5268 34357
54944 44803 99629
4636 8185 60844
64296 13420 99629
44812 0 94407
77498 10027 99629
67244 21994 79214
1358 0 37130
27065 0 58248
9235 0 97386
34017 30123 99629
56623 16271 93391
37431 29027 99629
80162 0 63839
24606 0 65291
82671 12616 99629
97632 10606 99629
44487 7651 85687
16618 0 53003
93589 50440 99629
9665 63272 99629
59069 0 90143
54268 0 48718
55186 16785 99629
42975 11523 99629
29368 65377 99629
9458 37811 99629
80076 28844 63130
40271 0 55631
56686 45484 86363
43977 0 65067
4344 35718 89107
28882 0 51635
15018 4056 99629
30523 0 58753
45 478
35 0 285
3 215 478
23 214 432
26 0 447
48 92 281
11 41 478
6 112 478
67 156 478
61 0 229
18 158 478
52 0 230
31 0 197
1 0 456
32 0 455
53 0 116
17 257 478
25 61 478
21 176 478
27 244 417
13 1 333
34 3 182
64 0 294
8 293 478
55 0 478
47 0 462
40 0 339
0 0 301
30 118 478
4 0 440
51 264 424
57 0 398
45 202 478
41 21 158
59 161 452
58 319 478
46 178 478
60 0 214
43 0 137
46 0 168
66 30 478
28 0 423
56 112 478
61 293 478
14 0 270
65 180 478
25 327
6 36 220
24 58 327
4 0 269
14 0 195
75 0 311
90 0 237
33 24 205
107 90 327
51 75 327
64 0 317
65 0 243
53 56 327
66 28 327
18 28 107
62 131 327
68 162 279
23 21 327
16 0 134
52 0 247
55 225 327
27 204 327
73 0 145
102 112 260
8 0 188
35 0 235
50 99202
100000 0 96169
53116 50488 74909
23357 18780 99202
93787 9103 99202
77257 34264 95152
53650 55301 99202
2000 0 68636
6898 73147 99131
12900 0 33902
12858 32036 99202
65546 45191 99202
77980 0 95882
41097 0 73031
48945 0 71642
66955 51038 99202
50071 16696 99202
10494 61371 99202
67434 27037 99202
38739 0 90799
19152 16484 99202
27051 0 79043
10760 24800 99202
79707 0 58702
98486 0 60459
82801 0 84683
4012 25667 99202
19910 15157 99202
30982 0 39906
38436 29222 99202
31404 67062 97488
60985 6555 34890
35033 5793 99202
22290 0 84025
60104 36758 57780
69717 0 88052
81327 17662 42294
10245 0 56466
36295 0 76587
53402 13361 39744
8640 12064 92188
72535 17499 99202
72847 38181 90175
10876 31436 85085
93953 0 48837
89083 5610 37974
41329 11393 99202
6862 0 80494
28833 0 80754
40353 4486 93115
87949 6530 99202
18 402
77 74 402
71 0 262
66 0 99
104 0 220
24 81 402
97 49 189
84 0 168
25 0 339
41 0 329
79 17 402
64 0 106
101 299 402
35 0 325
9 290 402
57 0 195
105 159 402
46 94 213
56 14 402
10 686
5 3 686
16 358 686
14 108 686
20 93 541
17 321 637
26 0 287
27 131 686
4 210 686
9 270 602
7 0 344
25 633
27 0 595
18 0 425
41 309 633
58 412 633
60 31 500
9 145 291
22 272 633
24 159 633
46 109 633
7 0 366
3 0 357
16 150 633
1 0 434
53 343 633
30 270 633
20 0 519
62 119 633
17 82 633
49 0 486
57 0 423
8 268 633
4 478 633
5 239 633
28 0 497
66 0 585
21 471
8 0 356
0 0 394
1 12 471
10 7 471
6 0 325
7 81 471
12 45 471
34 1 471
41 118 471
40 105 471
32 0 394
27 58 471
19 0 314
18 0 319
17 0 392
2 24 471
42 88 248
43 40 471
44 308 471
23 0 440
44 0 212
41 223
23 0 178
142 9 67
100 0 182
14 133 223
17 165 223
132 0 133
114 55 223
72 34 208
33 0 156
22 66 223
66 0 169
84 3 61
92 127 223
121 0 144
3 0 121
130 50 223
133 0 166
56 47 214
98 25 223
111 103 223
21 52 205
12 37 223
0 0 82
27 80 131
128 0 215
124 21 223
40 0 212
131 106 223
39 95 223
106 138 223
61 0 127
45 0 217
104 155 217
111 0 94
75 9 181
60 0 185
99 128 223
123 56 223
82 0 145
24 0 208
19 0 134
46 531
72 157 531
57 288 531
12 282 531
30 0 456
64 370 528
15 262 531
56 60 256
40 0 446
46 152 525
41 124 531
33 0 529
70 12 531
38 184 531
37 97 531
24 417 531
26 0 311
71 0 494
81 29 531
9 137 531
52 0 486
74 195 531
78 11 531
13 273 475
36 0 421
61 58 531
22 0 394
19 130 531
73 0 505
2 0 526
39 0 245
50 8 531
42 39 233
63 0 406
47 302 485
49 275 531
67 0 441
23 0 379
68 0 220
20 0 470
34 278 531
54 0 470
4 0 469
28 0 492
79 0 440
35 0 461
3 0 490
50 100000
100000 25697 100000
96114 0 75919
55020 45840 100000
12712 30014 100000
8973 0 62582
36320 6906 56362
66239 36919 100000
98030 50788 100000
36614 0 56722
6471 46773 91136
97823 59309 100000
38506 0 72487
69706 0 97253
75371 46851 99114
71451 21863 100000
41964 21457 100000
82415 0 99442
83585 0 73981
55014 0 100000
8483 54911 82330
62819 18776 38932
92868 28387 100000
41311 0 65188
83336 15898 56458
2864 0 55258
75766 0 77956
40160 1301 100000
46238 16980 100000
75249 51257 100000
7754 22034 55502
19835 0 91045
6406 0 93733
94401 37861 100000
10218 0 50747
25496 0 59498
49929 52410 82083
88840 419 26105
47287 0 97402
34402 48022 81453
95982 0 38149
94061 4309 74476
91984 23971 70310
21500 0 80809
59436 0 57030
53720 0 40937
63724 23903 100000
44995 0 76747
16687 0 65194
59953 0 83332
16243 8047 60955
45 268
19 0 217
24 0 181
26 11 112
56 72 268
12 29 268
10 0 117
5 79 171
33 0 104
27 0 252
58 0 107
20 0 120
66 116 261
22 17 268
65 0 249
66 0 67
1 0 200
14 0 231
70 44 112
62 75 268
45 83 189
50 40 268
39 0 268
58 149 268
4 0 191
2 66 241
63 30 243
72 0 265
13 0 254
52 0 195
30 38 112
36 146 234
46 58 268
75 0 205
9 39 268
68 191 268
17 139 246
43 0 115
7 0 236
18 0 131
74 132 268
44 0 215
49 0 257
31 0 211
35 0 155
73 98 181
50 594
43 104 224
0 430 585
49 0 469
39 94 594
2 136 594
35 248 594
15 0 443
31 198 594
51 337 594
54 32 594
41 0 570
44 0 287
59 0 490
30 0 366
50 0 564
16 29 594
20 0 588
4 121 594
57 0 310
32 0 560
14 0 481
9 155 490
37 157 358
38 168 594
3 97 594
13 0 363
25 391 594
60 0 256
27 308 594
11 410 576
36 72 231
18 198 594
10 158 594
42 112 554
19 0 541
21 137 594
53 0 397
33 351 594
48 227 594
26 0 375
6 12 594
58 290 594
8 0 437
34 276 594
11 206 355
23 73 594
40 84 374
28 55 207
29 285 477
12 0 457
13 509
47 123 509
1 6 509
57 0 479
27 130 273
64 0 291
45 0 292
37 0 485
21 0 420
72 0 377
63 114 509
65 88 504
68 163 509
62 0 218
3 885
84 0 370
81 0 601
39 63 885
2 4
0 0 3
1 1 4
7 20
27 8 20
35 0 18
93 11 20
59 3 20
65 12 20
75 0 16
67 2 20
