350
47 790
5 13 11550
26 9 128483
5 6 35514
26 31 111436
17 34 95904
31 16 79266
5 26 112139
19 33 151323
31 7 96247
7 23 84804
15 9 126396
28 35 283014
19 34 133597
26 27 94055
5 14 107284
6 27 84663
22 29 22582
35 31 118627
25 7 129640
5 34 33870
32 11 97518
25 8 122080
8 11 85348
31 30 97796
34 4 38786
3 35 144561
23 24 88283
34 36 89436
28 11 252286
11 9 131235
21 14 194659
19 13 111277
14 19 113792
34 3 76539
36 30 126709
35 12 28638
16 25 131250
12 1 90734
26 20 212717
7 33 147917
27 4 44527
15 10 92181
26 11 163466
32 36 106688
11 29 100782
31 33 144112
22 24 85616
10 32 62153
23 11 143419
30 23 68448
23 8 77244
28 14 270968
6 14 73889
21 12 192680
30 33 46316
11 34 85197
6 3 122823
14 36 135494
3 18 106604
25 11 139386
5 23 92092
33 32 150622
5 11 51327
15 3 134301
6 36 130957
20 23 132443
25 34 121929
18 28 285969
6 22 73994
34 8 67891
22 28 225264
15 33 114726
24 28 213466
21 15 194355
8 4 81265
5 27 49149
17 10 101461
25 4 160715
26 23 82088
20 24 163200
16 32 77031
20 11 226155
35 26 143944
12 9 107249
3 1 51310
9 14 123628
23 22 31529
18 26 131436
35 13 107554
9 35 135887
24 15 115668
19 15 173417
19 28 244777
31 27 102867
21 35 206479
1 34 25229
28 23 193735
25 29 137514
24 10 52349
20 22 163972
9 34 77570
23 27 73519
28 10 252082
31 10 79071
3 4 77924
23 19 173455
8 26 118117
25 6 123573
10 13 27877
24 27 14764
32 22 69292
14 1 71287
24 25 151972
9 33 160482
10 11 90754
31 18 140248
31 11 114071
10 33 88469
33 6 128990
36 12 119115
7 24 79768
24 21 134623
11 6 86841
29 15 81496
12 6 157484
2 26 107283
7 8 7560
26 21 199514
5 24 63913
13 18 89786
36 1 64207
12 13 133520
12 2 126826
11 15 135207
20 32 128637
33 5 116782
23 9 99011
28 21 274606
4 16 48107
20 3 221066
1 27 17913
8 30 104477
9 17 153566
21 11 161802
15 27 100904
19 16 142918
5 36 95443
13 33 105232
12 4 117348
26 10 83826
22 8 67558
33 22 83235
16 3 85860
32 21 148588
23 25 180151
15 13 95430
17 36 165432
20 7 133247
1 33 108141
6 26 96314
21 25 69211
12 18 146028
35 36 147753
2 7 38359
29 30 59501
24 1 32677
22 36 117146
35 1 99349
33 18 150378
10 6 51841
3 32 93791
20 10 190790
21 16 130566
34 21 121245
36 10 83879
10 9 72013
31 14 106581
28 13 239592
13 3 98859
9 18 92167
36 15 138262
32 7 4610
11 18 152663
2 14 102428
32 24 75158
14 22 45704
28 16 243653
8 10 73448
6 8 69535
19 36 195170
18 8 109945
5 19 99727
30 10 70186
19 10 139154
25 33 204841
3 28 271332
12 11 173297
46 181
39 1 94440
4 38 202841
34 18 336063
1 19 183462
25 10 190705
18 30 213437
25 7 143466
29 11 293408
12 23 282494
44 33 287965
22 12 349520
13 19 161097
43 13 203298
41 1 209525
35 30 132950
24 41 334430
20 23 466597
32 33 526548
35 16 182588
22 4 384569
39 23 201603
26 7 171852
20 7 528410
9 13 100366
39 14 265242
34 2 304924
9 17 121344
30 28 175216
14 13 162032
18 24 335471
19 28 177241
37 46 187872
6 13 273826
19 30 116106
27 17 296346
8 22 395813
21 46 121917
41 39 182337
24 43 487734
31 20 426106
38 46 152869
7 21 92353
14 16 289675
25 6 178631
13 36 182482
35 12 200053
39 15 111732
21 34 273203
22 44 254988
36 18 270918
32 24 516499
15 42 240518
22 20 555366
4 9 174809
36 33 390530
28 16 165540
33 1 348779
31 26 280813
37 9 253529
23 22 270508
9 5 129205
37 33 293657
17 26 345724
40 16 230567
23 45 159196
4 36 59827
35 8 246373
32 31 347245
5 17 228576
40 39 187102
12 45 123298
42 21 233817
31 9 144299
39 33 321595
40 46 169900
39 45 255106
44 10 209837
27 6 465178
34 20 545020
35 13 177941
28 6 322926
12 44 208218
41 3 240253
14 9 262398
46 15 128618
38 35 65044
38 41 108258
3 37 330100
6 31 317759
6 32 221459
43 27 420735
21 2 235184
12 18 295665
43 14 365330
31 16 319716
30 12 192380
45 46 231717
4 6 336798
21 13 212033
28 33 233604
46 43 324401
39 17 226032
37 32 385226
25 41 158513
16 12 295472
34 30 252050
45 43 119367
5 10 133997
24 45 368367
34 40 191132
8 29 330971
20 33 627375
19 34 179173
35 11 172932
37 45 237094
36 42 407787
25 19 256292
3 19 338032
28 13 216898
22 33 246588
28 20 512398
9 36 114986
7 9 115767
43 36 217918
8 24 406290
14 7 194171
39 16 253527
34 22 317601
44 34 295951
43 6 309262
29 15 161269
17 37 174141
29 23 205666
12 1 191502
29 24 187227
30 32 348303
21 33 216560
11 7 206680
29 17 230095
35 34 298425
28 46 104873
37 18 204198
13 18 258428
2 45 204324
22 39 288612
25 23 170460
7 36 230753
17 32 324290
16 26 401928
18 43 299432
42 30 332675
37 11 290009
15 20 510925
4 8 11244
38 40 113023
26 12 427352
14 18 162415
28 17 237876
36 39 217097
16 8 341820
41 5 72871
22 1 239007
21 16 148496
6 35 365192
46 36 295887
2 12 88537
18 4 330741
4 3 251378
28 35 42266
13 10 95510
41 17 158825
32 29 407451
46 23 313471
16 42 382313
16 41 225802
28 34 256159
46 1 254136
5 20 499789
26 29 348569
12 41 243267
11 38 107888
11 43
2 11 114235
3 1 228492
10 8 399884
2 10 299870
7 10 588990
8 9 214653
9 5 259079
2 7 417968
4 2 64424
2 6 84845
3 7 347065
8 3 170917
1 11 182314
6 9 29794
9 1 184756
10 3 241925
11 3 56290
8 6 184859
6 11 70232
5 11 271633
8 5 386260
10 4 235446
6 1 214550
6 5 229285
10 9 285661
4 3 6479
7 11 403355
1 10 367949
3 5 215343
4 7 353544
10 5 457268
4 9 50215
8 7 517982
7 1 547673
8 11 214249
2 9 114639
4 8 164438
7 5 379027
1 2 296549
6 10 255867
8 1 396563
7 9 362917
11 4 49811
23 103
21 18 47019
18 22 241208
17 12 285050
12 10 170559
13 23 118790
7 21 76361
17 15 307428
23 18 281315
23 17 267223
9 10 169488
6 22 227297
12 7 238491
14 2 195073
8 14 132948
15 6 168609
19 21 242948
12 4 202587
22 23 243802
7 23 200792
1 19 221119
13 18 162525
9 11 350915
12 21 311955
22 5 137370
9 20 147892
3 21 161692
20 15 240663
19 2 247327
3 20 182089
4 17 243494
16 5 174044
11 8 242688
2 22 163682
23 8 109733
20 23 178975
16 19 249973
1 22 245159
12 1 132989
6 13 245188
7 8 176031
22 4 220073
23 21 277153
23 16 77474
15 5 313206
20 13 135003
5 6 288730
16 20 101501
12 15 260646
18 17 291931
23 14 114953
13 9 266789
23 2 80120
7 19 319309
18 10 188415
12 8 69125
20 14 238369
17 1 277917
16 11 187634
7 10 74597
9 23 286521
8 1 63864
6 16 267783
23 3 235222
12 19 226380
6 8 339217
11 10 300872
10 15 219567
1 3 281091
9 16 249393
5 7 125544
11 22 290868
7 1 239895
12 6 401677
3 18 208711
1 14 69084
1 16 123343
13 21 158363
11 15 115032
8 10 101434
9 17 118356
22 16 166328
4 15 254056
9 2 246747
21 11 335298
15 16 216322
6 23 345257
7 13 82002
4 20 155246
21 5 201905
17 7 168551
15 13 158995
17 19 395835
15 22 175836
1 20 186894
5 4 227789
18 8 289849
10 14 234382
21 10 141396
19 11 169937
4 19 290717
21 4 253424
11 14 109740
12 18 358974
50 484
13 9 40211
37 30 165266
37 33 103819
7 43 133896
23 26 128514
25 5 42679
3 47 99929
18 12 178734
40 22 97474
21 27 46116
22 14 71550
43 12 79767
40 21 38490
50 2 40362
47 6 30357
9 34 103517
1 22 80496
30 10 92953
47 50 25928
7 22 77239
27 25 48078
43 24 119409
41 27 33774
28 15 92614
45 50 86059
47 24 70715
38 43 103060
20 47 45022
11 8 160986
1 35 290207
42 36 106813
26 13 104996
12 38 92375
18 8 271956
36 41 103343
1 34 154139
30 47 3488
47 49 133079
15 48 118564
37 36 235613
32 40 126361
39 30 87492
34 29 86941
23 4 150260
13 23 36343
6 40 113902
29 21 59340
29 23 101378
19 17 132932
42 40 159536
44 25 96105
17 27 54788
6 46 71779
44 29 49858
11 25 145833
13 41 44485
9 1 146517
40 1 143136
18 26 161165
3 16 104989
14 11 144379
35 40 343828
29 30 17773
35 24 333036
49 11 186691
4 34 89048
20 12 46089
26 20 65398
16 13 81162
50 10 90435
23 42 44074
18 45 150542
17 30 54066
9 2 99248
44 23 138411
25 8 77880
9 48 35482
5 4 137322
33 41 141924
43 10 145135
6 17 29079
40 49 49534
47 37 168754
36 27 81251
37 27 160717
1 31 163136
25 17 38763
28 45 64588
44 43 106159
41 25 81852
34 48 68035
46 40 117991
42 16 88893
13 12 124305
24 6 101072
32 39 103955
45 1 119722
8 42 162859
31 13 160973
35 49 294294
42 17 123742
44 34 122240
13 18 239689
13 48 67957
15 21 126236
4 43 163456
45 29 52524
6 37 199111
8 48 142178
39 45 138626
39 34 166334
37 17 202711
44 8 147160
20 45 99644
25 29 61302
44 50 83393
20 30 48510
40 37 191655
37 44 197351
39 14 117139
26 39 77346
45 34 34417
21 2 52513
22 29 13298
2 10 82007
11 30 157610
23 16 44819
39 16 106641
44 31 65874
19 32 127391
11 3 145093
23 46 81217
13 35 310982
39 36 67174
43 45 108825
50 25 14113
11 32 95822
35 25 272108
9 41 84696
19 1 195913
42 32 118201
40 47 83545
4 21 143351
4 17 133406
29 37 147493
45 27 52094
24 15 129155
22 28 25362
32 43 113970
20 42 118186
18 2 167827
17 20 5556
19 47 134210
50 26 73496
36 2 82139
46 37 159795
20 16 118931
22 35 283226
49 17 168489
13 44 114044
12 15 126166
20 22 60418
11 45 155761
4 46 105449
22 31 82640
30 33 138589
36 10 131450
27 10 88404
40 48 83848
44 36 103487
26 46 60122
48 3 91784
30 2 10946
16 46 126036
18 22 173709
11 28 171017
3 5 143754
30 27 4549
20 33 163936
46 27 33385
11 40 137157
16 34 144468
9 21 129869
19 50 108282
32 7 73096
43 34 94138
8 13 155128
40 20 124511
50 7 111130
14 8 65698
16 43 181435
11 41 125527
42 46 125291
4 50 108756
7 14 135847
38 49 105529
42 2 139454
41 28 46268
8 27 97732
19 43 189880
41 34 107491
26 21 59241
32 22 62775
24 14 121360
34 21 54303
12 22 45972
26 12 19309
32 26 75410
38 22 46403
41 37 159406
5 36 75852
13 36 99082
24 17 82989
2 27 6397
15 43 136851
7 20 124715
1 14 126310
39 49 213027
41 21 79890
38 13 102452
38 40 55995
2 23 95380
39 23 69558
40 24 119677
6 12 69612
33 25 130729
6 42 103521
29 39 99756
30 32 61788
46 22 33459
6 28 63682
4 36 149771
27 42 133057
15 3 105242
7 24 126200
30 8 93183
31 36 131579
7 39 163697
35 12 329198
13 43 134990
23 22 101851
49 14 166708
28 50 59253
7 37 116015
44 6 87822
34 30 91060
44 17 69739
39 27 92041
36 24 116737
3 2 85495
50 21 70983
4 9 154128
26 8 137263
25 38 94407
49 30 129591
21 39 125003
47 46 41422
45 15 96395
42 1 186723
24 33 192695
29 6 51618
16 5 128403
12 44 29206
2 16 140199
43 30 52182
15 25 128198
40 45 50230
15 34 130812
18 5 236755
7 27 77165
10 46 87128
47 34 94548
15 4 151026
39 5 86642
23 18 215774
17 26 59842
49 8 222774
24 41 82809
23 43 136616
23 31 139311
50 6 4429
21 25 85096
30 16 129253
33 44 179445
1 25 101744
27 26 39531
2 26 33134
49 10 77239
7 49 119599
32 18 224131
9 17 83536
30 26 44080
40 5 138039
47 7 85202
24 34 135490
14 12 117522
36 9 66607
46 48 71829
35 14 211676
46 43 90116
43 40 78325
41 44 69559
40 50 109473
46 41 389
23 1 142649
42 3 72952
22 17 54862
33 39 162852
29 17 55218
22 19 155115
27 43 56731
24 50 96643
18 3 247657
30 3 96441
33 2 136414
9 35 278507
16 44 183230
35 11 356055
11 34 121344
7 40 143670
39 18 238511
32 17 104695
24 4 156609
37 43 193000
43 22 69599
7 38 87675
17 48 64873
3 43 148623
20 3 134282
7 12 123211
7 21 123281
24 42 156091
50 15 114085
32 6 88657
49 42 209070
33 32 112219
10 11 153634
50 9 58886
37 28 154701
25 13 105474
18 24 164518
27 16 133802
23 32 74127
15 17 122114
8 32 147995
5 41 96305
18 36 215285
26 19 181778
12 49 127956
27 12 58840
3 28 100779
32 3 87823
23 34 99649
21 14 104798
2 40 91003
17 2 48391
27 34 86511
31 26 55977
27 9 92851
11 17 118182
21 3 138008
7 8 170549
23 15 127174
1 44 117056
35 39 328815
12 47 66877
18 43 178637
42 19 97338
33 26 169548
35 26 309889
39 50 58076
27 24 62678
20 35 289833
15 30 84669
11 1 181163
25 20 33207
20 28 72838
19 39 122822
49 13 201339
18 44 151268
8 24 160410
31 35 297900
18 50 208189
9 3 64038
48 11 53309
48 37 231624
28 36 101030
40 44 106427
35 28 295646
22 42 145925
12 19 173465
20 4 127850
7 2 70768
41 22 33848
44 26 9897
26 28 52025
35 5 242173
36 22 88610
39 31 133323
31 15 82576
7 34 127857
19 3 113434
14 41 92456
21 30 41567
14 23 114081
50 29 47189
8 3 178955
41 23 80828
35 30 274907
12 21 39932
38 39 132861
7 18 238595
38 9 139180
16 35 319458
22 44 36560
18 47 182261
4 32 76133
50 13 91361
44 19 191675
44 21 69138
18 9 219642
20 50 19094
9 20 77980
32 21 103355
24 32 98557
23 30 84434
32 44 85307
25 48 92524
17 21 80465
18 6 212618
14 9 117949
5 31 55727
33 10 54407
6 4 113185
27 23 88983
24 48 141070
18 33 241259
5 45 114625
7 35 320289
28 43 81433
21 16 170820
47 33 135101
4 41 105838
41 10 87517
21 36 114213
20 43 100692
40 16 160281
15 38 90630
15 40 146625
5 12 93749
10 35 301145
16 38 180131
19 45 142621
11 2 152126
23 38 135312
17 35 295389
11 42 128997
20 29 60774
39 25 72189
17 5 53216
18 28 180400
21 23 126001
26 29 39961
36 3 122909
38 41 67309
11 37 284933
27 11 158523
6 15 118514
3 27 91892
5 14 30497
26 16 173333
10 31 171118
49 33 131646
37 8 258449
13 37 203891
30 25 43529
39 20 38982
50 27 33965
46 33 141535
44 30 53977
33 1 201668
26 48 117923
39 1 107519
9 44 142279
7 16
1 5 642169
2 1 234626
4 6 927208
4 5 476943
4 2 438774
6 2 488428
7 4 701859
1 3 275884
6 5 882448
7 6 622562
1 4 673400
4 3 853850
5 7 505445
3 2 415076
2 7 263085
6 1 253802
6 4
3 5 43575
1 6 323454
5 6 104272
1 2 746019
33 505
5 16 87051
19 32 64467
6 9 119912
20 25 170440
10 25 205033
17 30 284796
20 27 72992
24 19 121938
31 13 223582
3 7 127144
3 32 103896
29 23 125651
7 15 84042
31 25 202856
5 27 121167
3 15 186857
12 26 163867
2 22 174865
7 28 218490
11 14 120003
20 2 96627
9 30 56944
5 3 181241
21 12 136219
28 12 146165
29 20 221644
18 29 246091
3 6 126069
22 13 248336
26 1 198431
9 31 67268
29 24 236604
16 9 147642
15 31 192842
7 1 140037
31 22 249298
29 6 224247
32 1 117302
12 25 237179
15 32 211895
33 25 130325
4 27 167419
4 10 160341
5 10 160720
16 8 173493
27 1 99890
15 4 182877
19 21 156880
4 30 167930
24 26 292927
24 28 226303
25 3 194458
26 20 246804
25 30 192532
16 25 258736
27 13 186459
16 3 122518
8 2 111225
14 5 193061
2 24 187871
24 25 213591
2 12 74839
10 2 140991
18 16 138444
22 3 148361
10 33 74708
13 25 294433
10 17 195640
15 10 190665
24 15 25490
17 23 210671
11 17 250034
29 28 201622
19 29 162273
28 16 225962
33 21 151743
11 29 230514
11 27 168523
11 5 155550
17 5 107622
1 30 90338
13 20 204223
28 31 188543
12 10 164151
30 32 101970
31 18 154141
19 13 139404
31 2 143168
32 18 222483
22 17 289396
6 12 109651
10 6 81395
20 14 111133
28 19 104365
11 2 164454
13 21 223994
2 32 130400
21 16 107981
6 26 273518
8 21 172331
12 11 175057
26 16 247782
29 15 224643
4 3 102461
5 29 194698
20 8 71229
22 27 154416
3 30 76932
29 22 271205
2 18 223949
27 29 209328
13 26 293830
14 24 173700
33 6 125175
14 25 206791
22 7 187143
25 32 219496
11 30 209268
5 32 228311
18 33 143838
23 32 101089
6 11 126681
14 3 12333
17 12 237852
11 15 185495
11 19 171765
10 28 186366
19 23 36622
11 31 210253
8 3 84721
32 4 206357
8 32 109759
16 13 228107
3 31 123607
5 20 189781
14 29 110511
13 9 158845
6 18 130718
9 14 71203
17 18 159015
3 24 161367
20 22 227408
22 30 219679
19 12 82150
31 7 108800
12 3 42721
15 25 239081
5 2 209296
9 18 138575
17 28 288698
29 16 245362
27 8 53465
20 12 146969
8 28 149657
33 16 152905
17 8 239234
23 28 106251
5 19 163844
19 2 65933
11 26 319507
3 29 122844
24 18 93299
29 31 219708
21 20 191858
24 27 130111
27 18 166189
19 31 84178
33 19 24704
26 5 302387
33 11 196469
14 21 136352
28 20 169184
10 26 263986
24 8 128348
26 4 309049
8 9 25851
8 23 81914
19 17 247293
4 16 156534
16 31 164985
2 28 135562
31 14 135940
11 20 231136
21 5 105893
11 24 172065
28 14 91111
11 10 208076
33 9 5263
20 19 64819
21 1 137425
26 3 206588
12 16 140608
28 26 108393
27 26 229040
20 6 121326
28 25 259394
16 27 123255
33 14 76466
14 1 1073
29 30 199776
23 24 158560
23 12 45528
13 6 231658
17 25 363119
32 20 129286
8 31 41417
22 15 165358
31 10 2177
9 23 56063
1 20 112206
7 25 230272
24 33 107760
1 29 111584
28 32 168832
3 9 58870
5 25 255497
21 11 153249
9 25 135588
32 22 246643
3 1 13406
19 1 52835
24 32 186405
32 29 226740
17 9 252025
14 7 138964
3 21 124019
7 10 106623
4 22 250822
17 4 187300
3 10 121430
18 30 195519
8 26 227277
32 14 116229
21 24 122408
2 23 29311
20 3 104248
16 14 134851
4 24 170961
9 10 69445
11 9 191206
5 23 184048
33 27 32877
9 27 27614
5 31 162897
18 21 157286
10 32 146468
25 11 159413
4 31 162518
22 19 182176
21 23 121212
18 19 158016
3 2 32118
31 32 148645
15 19 147428
23 13 102782
26 9 201426
19 6 139353
5 13 215511
15 5 29945
24 13 257417
27 6 92298
6 28 204847
33 12 106854
20 18 183953
19 27 47055
17 33 257288
24 30 159441
9 21 146480
27 14 98817
20 23 101441
31 6 83572
7 23 129951
13 1 118995
14 19 51762
16 1 135924
15 27 151112
7 6 25228
9 15 127987
28 27 151420
9 4 161331
28 15 251793
27 23 83677
14 22 160694
24 9 102497
23 16 125325
32 16 226414
14 2 44451
26 33 206689
27 12 129205
13 8 184696
12 24 155035
19 16 161947
8 12 127442
31 33 72531
6 32 203820
7 11 101453
29 21 246863
22 6 212371
5 7 54097
31 27 94882
2 15 179351
24 6 95840
24 17 149528
29 7 248795
21 28 186239
20 30 102322
7 12 84423
9 29 181714
32 27 111522
4 7 100349
5 12 138520
20 4 200272
30 23 74125
20 9 45378
20 16 193020
17 20 240004
22 24 139868
21 26 283179
11 13 237925
10 22 251475
7 9 94684
29 10 221885
25 21 282068
12 13 129963
9 28 123806
7 13 214386
22 26 259633
23 18 194638
8 18 112724
32 13 203871
18 4 205839
2 1 45524
20 33 40115
15 8 153838
25 27 163202
10 24 171942
5 8 164117
3 17 209920
8 1 98127
20 15 173365
17 26 397091
13 15 245456
29 17 87076
10 21 158419
6 4 78946
1 4 115867
15 26 318417
20 7 140062
28 22 251805
22 8 207881
31 12 166328
8 10 43594
16 2 154636
25 26 185910
7 27 67070
33 4 166594
7 18 105490
33 22 187293
25 4 296919
23 25 191651
28 4 201139
29 12 165565
4 11 201802
15 12 168465
10 27 97059
31 17 197817
8 19 45292
17 6 151206
11 18 206943
29 33 186977
12 1 56127
23 10 118623
19 7 114125
12 14 55054
2 9 85374
16 30 199450
25 1 207864
25 6 255500
16 24 45145
3 18 197445
17 32 311760
28 18 262381
23 15 184050
2 33 90637
21 4 48553
22 16 185013
5 28 268209
6 15 109270
12 30 119653
18 12 189913
17 14 197587
15 33 133250
10 13 221405
8 25 161439
30 21 119377
29 8 207565
33 8 31114
10 14 133763
30 8 82795
30 7 151628
33 28 129069
3 27 86484
13 3 105589
20 31 46541
32 21 221347
12 9 101591
1 24 174773
14 30 89265
30 10 119504
7 24 70612
17 1 198660
26 32 246452
30 31 121681
9 32 83908
18 26 340001
16 7 56185
8 7 120535
15 16 70635
22 9 182030
5 33 149666
10 20 44364
33 23 61326
5 1 194134
31 26 266163
5 4 154446
21 17 213515
5 9 144403
3 28 103444
15 14 199190
30 2 103436
4 12 145182
16 10 162808
11 32 236232
4 29 225305
18 15 81338
21 7 51796
2 27 112988
21 6 77024
29 13 194965
22 12 191082
28 13 209033
13 14 117922
17 2 239982
22 5 181774
27 21 118866
4 8 187182
10 18 156318
8 6 124989
30 5 201347
3 11 132336
2 26 238706
4 13 208050
1 28 90038
19 4 141890
17 16 194673
19 25 155029
32 12 146617
33 3 64133
21 15 134324
1 31 137013
15 30 184931
1 11 121076
18 14 209778
23 6 128876
22 18 206445
1 18 210851
17 27 228789
17 7 161719
15 17 137567
16 11 157638
18 25 274163
13 30 176907
26 19 181985
11 22 85690
17 13 107889
15 1 200263
23 14 15140
16 6 81413
22 25 73723
18 13 266904
23 26 209395
14 6 113736
1 6 114809
2 25 220962
5 18 51393
10 19 82001
29 2 154962
23 11 135143
26 14 199504
5 24 41906
1 33 77539
10 1 134836
1 9 72276
3 19 39429
5 6 79325
26 7 248290
25 29 317302
4 23 105268
30 26 163802
31 24 169765
31 23 120800
32 33 89171
23 1 16213
32 7 178592
11 8 217057
25 46
3 23 263687
21 19 878272
8 22 657881
25 6 98354
7 3 606780
9 14 587770
18 14 226428
4 7 604536
6 11 630286
8 10 187569
10 13 418798
20 4 391909
13 20 509867
5 20 689999
20 2 422618
1 2 393967
2 19 753973
15 24 518463
16 7 315018
13 19 841222
4 21 800980
24 11 624419
1 12 29800
23 14 123990
18 11 611807
12 3 519182
19 24 664769
14 7 284401
17 14 440210
23 21 328553
23 16 182909
2 24 89204
5 9 796047
6 5 655345
2 18 101816
10 22 470312
25 11 594303
6 21 544602
5 10 601685
17 18 213782
24 25 295116
18 6 318487
24 10 217121
12 17 583341
20 1 358281
25 15 765971
27 309
14 18 111348
4 26 189876
10 20 207573
9 16 155914
9 3 28620
5 19 187498
8 12 77968
2 20 172432
27 23 72346
22 7 95920
26 7 194723
19 8 155282
7 10 178137
6 23 82618
4 25 122596
15 5 66216
7 11 115265
24 18 65537
10 16 244658
27 13 104677
20 8 136556
12 19 112091
19 11 187033
13 20 28540
6 7 49267
7 24 135585
1 26 175788
15 4 196347
19 6 121035
6 21 94359
17 19 151876
14 4 87254
11 25 98601
18 8 55028
2 5 115960
22 16 202383
16 2 231552
13 21 20590
1 13 144141
14 11 63259
13 22 125306
3 13 107787
22 1 212014
27 5 114778
17 23 138506
26 18 157019
21 16 97337
5 20 121585
23 26 212709
27 25 22331
2 23 95342
8 1 173916
23 8 116865
24 15 200744
13 23 156005
21 23 135415
17 3 48056
2 22 29169
25 26 145197
9 19 132440
14 15 109093
11 22 19345
8 5 117542
24 25 77359
14 22 43914
14 19 211602
12 15 111959
13 6 114949
27 9 142664
7 15 158365
22 21 141012
26 11 165881
8 11 100245
22 19 167688
7 25 81870
27 2 107112
26 3 160585
1 7 158896
27 1 134071
14 26 178222
1 19 232553
17 16 217224
14 17 96306
23 25 73659
12 20 103418
12 4 116142
9 14 97935
22 10 172779
17 6 55888
20 27 92037
18 21 73578
17 1 152275
3 11 100418
4 24 91077
3 15 103688
18 15 170485
16 5 201346
14 16 158469
20 4 104058
19 10 154640
10 5 85988
21 19 150188
25 13 82346
27 21 84087
24 3 128810
14 21 103387
17 20 143203
12 25 144818
9 2 138862
25 18 11822
13 8 149196
14 12 116716
9 22 109693
7 19 158497
13 17 150274
4 16 193445
6 27 31290
24 21 139115
5 3 83678
11 6 65998
14 23 110087
15 10 19772
10 2 201948
3 23 147246
16 18 170915
20 24 147065
14 7 89685
25 6 32603
23 11 85518
26 6 177800
4 17 145881
2 18 96603
19 26 56765
4 1 219659
22 4 43340
5 18 104269
26 5 135345
18 1 144580
1 12 208602
12 24 120539
17 15 151744
15 21 179851
2 15 182176
1 11 231359
14 24 91651
19 18 100254
19 23 162091
9 12 36891
22 25 79256
5 9 55058
3 4 124413
20 14 111337
4 18 110774
20 16 89387
5 14 42877
10 23 238952
11 2 48514
16 3 184534
27 15 180994
11 17 121886
25 5 116091
13 16 117927
26 8 179703
4 10 216119
8 4 124240
9 17 76676
15 9 121274
10 21 199623
10 26 107763
10 14 128865
6 9 132564
10 18 190257
12 3 8271
16 23 214536
13 14 123977
7 9 83297
1 23 206417
6 22 46653
3 27 135234
25 19 88432
5 17 131734
27 18 10509
4 11 62685
24 17 142206
1 3 200331
21 1 123551
7 3 54677
19 3 103820
17 25 88491
11 10 192124
24 1 210117
20 7 149824
24 9 157430
16 12 192805
12 27 143505
1 5 237186
23 15 219180
19 4 211028
1 25 156402
22 12 72802
10 3 123460
9 1 182128
1 6 165361
2 4 72509
6 24 86318
27 4 108061
20 23 143365
1 16 204988
12 26 168856
13 5 134225
23 22 66173
26 20 180789
11 9 129038
15 6 191266
9 25 120333
21 3 87197
11 12 92147
22 18 67434
2 1 241183
2 21 170181
8 10 187433
2 14 73083
5 7 132562
9 8 98317
16 7 223845
17 7 6621
16 11 213305
27 11 97288
9 10 141046
21 25 61756
18 12 132996
27 7 80557
8 15 167661
2 13 154475
12 10 131731
2 26 117367
27 17 87178
15 1 303323
8 27 65537
10 24 220516
12 6 112215
20 11 123918
22 24 47737
14 3 124987
2 6 75822
19 15 134868
17 8 21641
6 20 102309
15 13 200441
9 21 58577
19 2 174132
26 13 179678
27 24 76046
1 10 283551
25 3 136547
25 10 202079
4 5 130131
26 27 167528
24 19 165791
23 5 152964
15 11 172352
20 15 187801
19 16 90018
25 8 66850
17 21 135253
18 3 124725
7 2 125089
12 2 101971
22 5 86791
2 3 110242
2 8 110069
16 15 224886
14 8 74665
24 2 76906
26 21 172839
5 6 125050
14 6 90567
20 21 7950
26 9 189205
3 22 81073
25 14 123170
13 24 159705
7 12 62948
18 7 70048
1 20 115601
5 12 91949
17 12 56327
4 23 109513
22 26 146536
16 27 181424
24 8 120565
27 22 77943
18 23 61837
25 16 159093
21 11 126551
5 24 134528
2 17 131710
22 8 80900
4 7 139260
18 11 86779
20 19 158138
4 9 153033
17 10 171516
6 16 191696
23 7 131885
23 9 175866
24 11 67082
20 22 143263
7 13 156895
34 216
10 29 101386
26 11 102780
18 12 200371
33 31 247612
8 11 211165
3 9 91821
10 21 151527
2 10 88334
21 2 136037
23 13 118208
31 28 290945
25 9 108560
34 2 40842
6 5 72068
12 1 250250
26 13 63000
12 25 204308
29 30 283120
11 15 153107
24 31 263125
8 25 160413
31 18 262836
7 2 138456
25 16 112847
32 20 56182
6 29 158679
16 8 202814
21 22 163113
22 6 138258
33 30 272359
14 19 141335
5 3 111880
11 30 186955
26 15 61406
7 18 150573
19 22 191168
19 34 192302
6 17 315530
11 32 104560
8 13 195492
28 21 171327
25 10 129186
14 20 126346
29 3 172053
20 10 151961
31 5 234356
27 33 53840
32 4 37988
31 19 275516
28 17 236526
34 3 132495
14 3 118118
24 16 120046
7 21 110355
26 4 36208
2 20 136471
20 28 136254
20 1 114380
25 6 170688
6 3 183948
3 33 125136
21 12 244240
15 22 142994
12 26 190272
33 5 34902
2 12 203301
22 34 153394
25 19 159095
30 3 162069
20 13 117402
29 15 107283
21 13 116968
19 2 151460
4 15 71196
7 31 132689
30 10 181734
22 13 118549
17 8 307213
9 34 77264
3 31 122476
26 17 197829
21 4 90176
7 27 141054
31 27 253294
26 7 56387
12 9 166879
30 6 334731
12 14 140582
21 26 53968
25 20 112038
10 18 101523
24 9 154485
12 33 124799
21 11 156748
1 21 110386
20 4 90610
28 13 59295
6 7 194161
12 34 244143
6 13 151780
21 31 222618
4 12 226480
27 23 132063
1 7 116365
20 29 84238
